id,loan_amnt,term,interest_rate,grade,employment_length,purpose,credit_score,application_type,loan_status
8446,1220.976946,3 years,14.17035119,C5,6 years,credit_card,681.5422915,Individual,0
8447,1066.264421,3 years,8.482968082,A5,0 years,debt_consolidation,727.5296358,Individual,0
8448,1059.921603,3 years,7.037566731,A4,0 years,debt_consolidation,713.3782101,Individual,0
8449,2402.136789,5 years,18.43484876,C4,9 years,debt_consolidation,663.6022577,Individual,0
8450,3485.8125,5 years,18.44178194,D2,6 years,debt_consolidation,697.7922423,Individual,0
8451,588.0011624,3 years,11.1417412,B4,1 year,debt_consolidation,678.6741223,Individual,0
8452,1524.296341,5 years,22.38895894,D5,1 year,debt_consolidation,663.6748179,Individual,0
8453,1141.801046,3 years,15.33395908,A3,2 years,debt_consolidation,658.5710504,Individual,1
8454,675.8576504,3 years,24.86365875,D3,10 years,debt_consolidation,659.3460272,Individual,1
8455,647.3767131,3 years,14.08104264,C4,4 years,credit_card,678.5212467,Individual,0
8456,629.8838542,3 years,10.88085972,B3,1 year,home_improvement,665.3990545,Individual,0
8457,1071.336342,3 years,18.15274168,D3,2 years,debt_consolidation,658.8897514,Individual,0
8458,1094.614969,5 years,18.99656028,D4,5 years,credit_card,656.9141832,Individual,1
8459,1519.214763,3 years,14.75477244,C2,10 years,credit_card,657.4987487,Individual,1
8460,1416.855524,3 years,11.35671031,B5,0 years,credit_card,695.3300398,Individual,0
8461,2261.246699,5 years,18.64547281,A2,0 years,home_improvement,772.0299984,Individual,0
8462,675.5404544,3 years,14.44371601,C2,9 years,credit_card,678.7643314,Individual,0
8463,1182.309082,3 years,11.13036485,D3,8 years,small_business,765.8416671,Individual,0
8464,994.8843519,3 years,19.52375116,D4,9 years,debt_consolidation,677.1087031,Individual,1
8465,1074.065798,3 years,14.06541231,C4,5 years,other,658.8285541,Individual,1
8466,2328.452753,5 years,7.678276125,A4,7 years,debt_consolidation,699.4847204,Individual,0
8467,1113.547398,3 years,6.959929478,A1,10 years,debt_consolidation,786.1034502,Individual,0
8468,2285.767525,3 years,12.10683028,B5,10 years,credit_card,680.1202,Individual,1
8469,943.821307,3 years,10.16657459,A1,10 years,home_improvement,768.5262883,Individual,0
8470,666.4160385,3 years,13.67337179,D3,4 years,debt_consolidation,664.2640171,Individual,1
8471,1142.471282,5 years,14.65071233,C4,3 years,debt_consolidation,714.7247492,Individual,0
8472,1008.836092,3 years,8.069816882,A4,8 years,debt_consolidation,716.436403,Individual,0
8473,539.6589334,3 years,18.62138139,D2,3 years,debt_consolidation,663.668072,Individual,1
8474,1606.151775,5 years,22.30934103,E2,0 years,debt_consolidation,677.8155101,Individual,1
8475,1065.311112,3 years,13.29925829,B4,10 years,other,678.2022131,Individual,0
8476,1047.748392,3 years,13.61464692,C4,6 years,other,656.1857229,Individual,1
8477,1053.90907,3 years,14.48781231,B4,7 years,debt_consolidation,680.4337923,Individual,0
8478,1128.979557,3 years,13.41997483,B4,1 year,credit_card,674.1594941,Individual,0
8479,1143.502807,3 years,10.45057715,B4,6 years,debt_consolidation,679.349545,Individual,0
8480,2244.172424,5 years,17.82584588,C4,6 years,debt_consolidation,696.4124204,Individual,0
8481,2401.053045,5 years,18.16584272,D5,2 years,debt_consolidation,660.3925918,Individual,0
8482,1094.196145,3 years,8.115469139,A5,10 years,debt_consolidation,676.4791809,Individual,0
8483,1056.873835,3 years,11.44633722,B5,10 years,debt_consolidation,712.5011953,Individual,0
8484,2471.025559,5 years,16.70941873,C4,5 years,debt_consolidation,697.8170327,Individual,0
8485,1067.775525,5 years,10.17316725,D4,1 year,home_improvement,660.9844948,Individual,0
8486,653.4305733,3 years,14.31500058,C4,0 years,car,708.4758607,Individual,0
8487,3179.735674,3 years,14.50320072,B5,10 years,other,662.7478066,Individual,0
8488,1215.053121,3 years,11.32383302,B5,1 year,credit_card,676.6050714,Individual,0
8489,1070.037187,3 years,14.46514006,C2,5 years,credit_card,658.9616995,Individual,0
8490,521.3743973,3 years,6.37113311,A1,0 years,debt_consolidation,727.0412321,Joint App,0
8491,3333.931326,3 years,14.10780297,C3,6 years,debt_consolidation,733.1730769,Joint App,0
8492,3240.939908,5 years,18.40034251,D3,3 years,house,659.3724304,Individual,0
8493,1118.836958,3 years,10.70113424,B4,0 years,debt_consolidation,712.8417689,Individual,1
8494,762.5382395,3 years,11.92539822,B4,10 years,credit_card,659.5941132,Individual,1
8495,1105.549624,3 years,11.10959787,B4,7 years,credit_card,679.6679401,Individual,1
8496,2288.314147,3 years,10.78239819,B2,0 years,debt_consolidation,659.0438358,Individual,0
8497,1078.447357,3 years,14.14493311,C4,9 years,credit_card,680.9216067,Individual,1
8498,3422.841154,5 years,18.44486288,D3,10 years,debt_consolidation,720.4619036,Individual,0
8499,3489.261139,3 years,10.59865488,B2,8 years,debt_consolidation,716.054134,Individual,0
8500,3448.205246,3 years,13.31102969,C1,10 years,debt_consolidation,664.3691927,Individual,1
8501,3558.978777,3 years,16.37644882,D1,10 years,debt_consolidation,657.5305991,Individual,0
8502,1088.095267,3 years,13.65930752,C1,10 years,other,699.5823881,Individual,1
8503,2441.271319,5 years,24.90834748,D3,2 years,debt_consolidation,689.1173184,Individual,1
8504,986.9656212,3 years,14.22483434,C4,6 years,debt_consolidation,662.4159928,Individual,0
8505,1098.350044,3 years,14.7099728,C2,10 years,debt_consolidation,677.9653404,Joint App,1
8506,1539.732716,3 years,11.12023926,B3,6 years,debt_consolidation,682.3318922,Individual,0
8507,1180.670868,3 years,14.9214059,C2,2 years,debt_consolidation,656.1367661,Individual,0
8508,3182.534725,3 years,11.22763096,B5,10 years,credit_card,660.0179387,Individual,1
8509,1000.850083,3 years,13.735933,C1,1 year,debt_consolidation,712.2521812,Individual,0
8510,1612.201614,5 years,18.20022036,C5,10 years,debt_consolidation,678.1283113,Individual,1
8511,1143.951864,3 years,10.89747932,B3,8 years,debt_consolidation,657.8726554,Individual,0
8512,2351.877706,3 years,11.27876504,C3,3 years,credit_card,678.3762012,Individual,0
8513,1692.175187,5 years,21.90553769,C2,4 years,debt_consolidation,654.4826748,Individual,0
8514,2279.552701,5 years,17.97871648,D4,6 years,debt_consolidation,682.2495548,Individual,0
8515,2197.198909,3 years,12.11043705,D3,10 years,credit_card,689.2978904,Individual,1
8516,3368.115971,5 years,18.13601988,D3,10 years,debt_consolidation,659.7614953,Individual,0
8517,2117.808804,3 years,18.81518645,D3,8 years,small_business,657.7949068,Individual,0
8518,1603.084269,3 years,8.431397539,A4,1 year,debt_consolidation,659.2966728,Individual,1
8519,1032.676501,3 years,8.206642043,A5,1 year,car,717.2051184,Individual,0
8520,2390.588498,5 years,23.6036839,D2,10 years,debt_consolidation,658.2931816,Individual,0
8521,1680.750597,5 years,25.04432904,E4,2 years,debt_consolidation,657.1551948,Individual,1
8522,2337.451893,5 years,24.41149894,B3,0 years,debt_consolidation,657.3429221,Individual,0
8523,1250.208028,3 years,10.82721214,B4,10 years,car,728.232414,Individual,0
8524,1119.214222,3 years,6.640602694,A2,7 years,debt_consolidation,716.4699967,Individual,0
8525,2316.990794,5 years,24.17672664,A3,10 years,debt_consolidation,680.0663985,Individual,1
8526,2378.501557,3 years,10.98226034,B3,0 years,credit_card,679.1552906,Joint App,0
8527,3217.602553,5 years,17.9610187,D3,6 years,debt_consolidation,691.395768,Individual,1
8528,3688.290775,5 years,24.25361602,B2,10 years,other,702.4038804,Individual,0
8529,1158.46594,3 years,14.09098819,C2,0 years,debt_consolidation,662.3965776,Individual,0
8530,2174.36566,5 years,11.63533347,B3,0 years,debt_consolidation,683.0681284,Joint App,1
8531,1592.764155,3 years,11.14146603,B2,5 years,debt_consolidation,682.9176387,Individual,0
8532,761.0972423,3 years,13.28338102,C2,10 years,debt_consolidation,712.6694723,Individual,0
8533,485.2918539,3 years,18.72648504,D3,3 years,house,657.601438,Individual,0
8534,972.6684356,5 years,19.43320955,D5,3 years,credit_card,661.7256777,Individual,1
8535,2410.682936,3 years,18.73006228,D2,3 years,debt_consolidation,658.0187949,Individual,0
8536,3339.922707,3 years,18.99707538,D3,8 years,small_business,657.9178367,Individual,0
8537,2393.248937,5 years,18.2676104,C5,5 years,debt_consolidation,680.4804333,Individual,0
8538,2423.50309,5 years,24.21520826,C4,0 years,debt_consolidation,679.2272012,Individual,1
8539,1203.998967,3 years,17.43073284,D2,3 years,debt_consolidation,677.9804663,Individual,0
8540,2396.861078,3 years,11.46125882,B5,8 years,debt_consolidation,680.0219818,Individual,0
8541,629.762054,3 years,11.07754941,B4,10 years,debt_consolidation,657.5973146,Individual,1
8542,2317.955944,3 years,23.75447656,C3,3 years,house,718.1145796,Individual,0
8543,1582.676742,5 years,26.01641532,A3,0 years,debt_consolidation,696.7727635,Individual,1
8544,1090.410108,3 years,17.84911395,D1,10 years,credit_card,660.2450152,Joint App,0
8545,1194.164744,3 years,13.77148587,C1,10 years,debt_consolidation,658.689317,Individual,0
8546,1101.060075,3 years,19.01319433,D3,10 years,debt_consolidation,659.7458204,Individual,1
8547,1090.334648,3 years,16.88838308,C4,2 years,debt_consolidation,656.1295216,Individual,0
8548,1040.385404,3 years,14.04862319,C2,3 years,debt_consolidation,681.3163643,Individual,1
8549,1511.892112,3 years,12.99354985,C1,6 years,debt_consolidation,666.7360188,Individual,0
8550,647.3612491,3 years,8.817398648,A5,10 years,debt_consolidation,720.9762535,Individual,0
8551,1613.607348,3 years,14.69204496,C2,10 years,debt_consolidation,682.0066554,Individual,0
8552,1078.34646,5 years,18.08374916,C3,6 years,debt_consolidation,724.3648405,Individual,0
8553,2104.440794,5 years,23.62364438,C5,6 years,house,715.6441248,Individual,0
8554,2283.202114,3 years,17.78563413,B3,2 years,debt_consolidation,677.057298,Individual,0
8555,3513.364889,3 years,16.27719307,C4,10 years,debt_consolidation,681.4626304,Joint App,0
8556,1160.729015,3 years,10.60077122,B3,3 years,credit_card,680.0081246,Individual,0
8557,1088.012938,3 years,14.07542613,C4,9 years,home_improvement,662.38468,Individual,0
8558,1095.514787,5 years,24.12270921,D4,10 years,credit_card,699.3349001,Individual,0
8559,1113.279778,3 years,8.911593821,A5,10 years,house,697.2879616,Individual,0
8560,2160.819912,5 years,13.62214659,C4,0 years,home_improvement,682.8869367,Individual,0
8561,1007.604631,3 years,7.271388019,D3,10 years,other,784.8798723,Individual,0
8562,1020.049065,3 years,14.67850729,A4,0 years,credit_card,676.095098,Individual,0
8563,2379.784919,3 years,11.82231537,B5,10 years,debt_consolidation,696.8172543,Individual,1
8564,680.5867709,3 years,10.57023995,B3,10 years,debt_consolidation,679.6009291,Individual,0
8565,3314.118671,5 years,19.90062098,D4,7 years,debt_consolidation,662.584227,Individual,1
8566,2259.3072,3 years,10.46199978,B2,0 years,credit_card,757.4102268,Individual,0
8567,2294.210973,5 years,24.97335281,D5,0 years,debt_consolidation,658.0392462,Individual,1
8568,1621.232586,3 years,10.56655348,B1,10 years,credit_card,681.6615318,Joint App,0
8569,1531.849814,5 years,14.11848907,C4,6 years,debt_consolidation,662.5785719,Individual,0
8570,1181.22381,3 years,18.43824781,D2,2 years,debt_consolidation,657.1600538,Individual,0
8571,1187.230633,5 years,18.90402448,D2,6 years,debt_consolidation,663.1504809,Individual,0
8572,1142.874891,3 years,13.93981174,B4,0 years,credit_card,662.292368,Individual,0
8573,2289.530935,3 years,18.36099292,C5,6 years,house,682.8974144,Individual,0
8574,998.0167267,3 years,12.05797112,B5,10 years,home_improvement,678.4050086,Individual,0
8575,1668.862288,5 years,22.94587961,D3,4 years,debt_consolidation,680.6116145,Individual,1
8576,676.7618692,3 years,11.28265952,B2,3 years,debt_consolidation,711.9055275,Individual,1
8577,1186.360329,3 years,18.01425971,D3,6 years,debt_consolidation,678.8839532,Individual,1
8578,2263.130841,5 years,22.77940045,E4,3 years,debt_consolidation,721.5241587,Joint App,0
8579,3079.952963,3 years,18.86783945,D3,6 years,house,681.5209111,Individual,0
8580,597.9840986,3 years,23.31532295,B1,3 years,other,658.7320714,Individual,0
8581,1085.738959,3 years,10.78123039,B4,10 years,credit_card,680.1968713,Individual,0
8582,2449.817674,5 years,19.69975551,B1,10 years,debt_consolidation,698.2451513,Individual,0
8583,1100.207206,3 years,10.5851027,B3,10 years,home_improvement,659.0867305,Joint App,0
8584,1043.643851,3 years,13.61947671,C4,10 years,debt_consolidation,691.5553074,Individual,0
8585,596.7762077,3 years,13.5445854,C4,10 years,debt_consolidation,658.6740874,Individual,1
8586,1518.135563,5 years,18.87909584,D4,0 years,debt_consolidation,658.2916495,Individual,1
8587,1125.348534,3 years,14.33328204,C4,10 years,other,660.9805458,Individual,1
8588,2219.080372,5 years,23.37199633,D3,0 years,debt_consolidation,681.6368366,Joint App,0
8589,2487.513386,3 years,11.06545936,B1,8 years,credit_card,677.3384484,Individual,0
8590,3170.334216,5 years,26.11179082,D3,5 years,debt_consolidation,661.393434,Individual,1
8591,988.2877096,3 years,17.89351434,D2,3 years,credit_card,657.8376562,Individual,0
8592,3393.249374,5 years,17.27682328,D3,10 years,debt_consolidation,681.7282581,Individual,0
8593,2348.034928,5 years,24.31060374,A3,10 years,debt_consolidation,656.3149673,Individual,0
8594,615.2240558,3 years,18.29184954,D2,10 years,credit_card,658.8620367,Individual,0
8595,2353.353417,5 years,25.37126123,D3,5 years,medical,656.2010319,Individual,1
8596,3325.059151,5 years,17.48575744,D1,5 years,credit_card,698.2283841,Individual,0
8597,540.7781017,3 years,6.494227454,A2,9 years,debt_consolidation,716.4376513,Individual,0
8598,1117.556968,3 years,13.87670601,C1,10 years,debt_consolidation,658.1181926,Individual,0
8599,2454.492657,5 years,10.69567513,B1,10 years,debt_consolidation,679.8405587,Individual,1
8600,1153.843306,3 years,24.0012894,C2,0 years,credit_card,656.8981128,Individual,0
8601,2330.335359,3 years,11.51702419,B5,10 years,home_improvement,679.8420791,Individual,1
8602,1205.540743,3 years,18.89842411,D1,10 years,credit_card,657.8419429,Individual,0
8603,2204.852817,5 years,18.37535607,C5,6 years,debt_consolidation,679.5263508,Individual,0
8604,2290.030497,5 years,5.71939191,A2,10 years,debt_consolidation,724.9312525,Individual,0
8605,530.58558,3 years,14.3861978,C4,1 year,car,658.0639549,Individual,0
8606,3347.816427,3 years,18.46909893,D4,10 years,debt_consolidation,699.6365393,Individual,0
8607,1165.721049,3 years,13.56703603,C2,4 years,car,697.227782,Individual,0
8608,3450.992813,3 years,18.39218335,D3,2 years,debt_consolidation,663.9743943,Individual,1
8609,1105.868024,5 years,8.5850885,B1,0 years,debt_consolidation,711.4555294,Individual,0
8610,1166.527106,3 years,11.00042299,B4,7 years,debt_consolidation,680.6433458,Individual,0
8611,1565.799404,5 years,21.65753334,C2,7 years,debt_consolidation,660.6692853,Individual,0
8612,2198.358386,3 years,18.23076431,C5,6 years,house,678.998301,Individual,0
8613,1142.456867,3 years,14.26010982,C2,9 years,credit_card,659.7625503,Individual,1
8614,1103.974463,5 years,24.1928227,D5,0 years,debt_consolidation,662.8085665,Individual,0
8615,2482.464919,3 years,11.36717283,B5,10 years,debt_consolidation,656.7748586,Individual,0
8616,1187.133173,3 years,13.86770801,A4,2 years,debt_consolidation,655.4982847,Individual,0
8617,1115.036313,3 years,13.74184641,B4,7 years,debt_consolidation,713.9759647,Individual,0
8618,3033.15658,3 years,11.64006865,B3,7 years,debt_consolidation,679.436119,Individual,0
8619,3383.432031,5 years,18.92561005,D4,6 years,debt_consolidation,659.5070346,Individual,0
8620,1266.961531,3 years,11.64638208,B3,8 years,debt_consolidation,679.6889649,Individual,0
8621,991.7612723,3 years,6.623303743,A4,7 years,credit_card,727.7062245,Individual,0
8622,3330.735697,5 years,24.3391144,A3,2 years,debt_consolidation,795.8418165,Individual,0
8623,2463.893192,3 years,11.00898133,B3,10 years,credit_card,679.3498359,Individual,0
8624,1104.418827,3 years,10.80560871,B4,5 years,debt_consolidation,656.9506875,Individual,0
8625,1488.097672,3 years,18.95147621,D3,7 years,debt_consolidation,662.8160801,Individual,0
8626,3578.988979,3 years,10.85408933,B3,6 years,debt_consolidation,718.169138,Individual,1
8627,2400.463765,5 years,24.32734586,D3,10 years,debt_consolidation,660.0906137,Individual,1
8628,704.7306955,3 years,11.35055459,B4,0 years,debt_consolidation,708.3224383,Individual,1
8629,1223.459002,3 years,18.55244038,B4,9 years,debt_consolidation,657.84155,Individual,1
8630,1120.964772,3 years,13.57926054,C2,8 years,debt_consolidation,664.1876918,Individual,0
8631,2327.219924,3 years,13.79465592,B4,10 years,debt_consolidation,664.3156083,Individual,0
8632,2370.828113,3 years,14.6237587,C5,10 years,debt_consolidation,656.8116206,Individual,1
8633,1152.854503,3 years,7.290249125,A3,10 years,debt_consolidation,658.1792546,Individual,0
8634,2214.99304,5 years,19.41088721,C5,6 years,house,681.9493695,Individual,0
8635,2320.703563,5 years,22.55745104,D4,10 years,medical,680.0682444,Individual,1
8636,1019.46642,3 years,7.33558616,B2,10 years,debt_consolidation,696.2688844,Individual,0
8637,1655.659078,3 years,10.89567473,B3,2 years,debt_consolidation,712.7455006,Individual,0
8638,1092.996143,5 years,25.32964718,D3,10 years,debt_consolidation,659.1386151,Individual,1
8639,1049.974577,3 years,10.28524305,B2,10 years,credit_card,682.6709302,Individual,0
8640,589.1483398,3 years,11.44152804,B5,0 years,credit_card,677.2343257,Individual,0
8641,2258.811189,3 years,13.44860623,C2,10 years,debt_consolidation,662.7362766,Joint App,0
8642,1058.243715,3 years,14.05198472,B4,10 years,debt_consolidation,680.8719463,Individual,0
8643,2389.27958,3 years,11.58167887,B3,10 years,medical,679.5553819,Joint App,0
8644,2291.253106,3 years,10.25320334,B3,10 years,debt_consolidation,773.0442722,Joint App,0
8645,1166.888348,3 years,7.687887123,A4,10 years,credit_card,680.6068614,Individual,0
8646,2229.940467,3 years,14.37423619,C4,6 years,debt_consolidation,680.3689386,Individual,0
8647,1054.872311,3 years,14.4405086,C2,10 years,credit_card,687.6154661,Individual,0
8648,2364.957491,3 years,10.89848171,B3,10 years,credit_card,711.3371576,Individual,0
8649,2517.550229,3 years,10.78497921,B3,10 years,debt_consolidation,768.1300127,Individual,0
8650,635.1580423,3 years,6.659390259,A4,0 years,credit_card,711.4662486,Individual,0
8651,1143.835907,5 years,18.95134042,D4,7 years,debt_consolidation,659.6078705,Individual,0
8652,1180.497713,3 years,10.06774709,B4,8 years,debt_consolidation,699.8499467,Individual,0
8653,1473.930614,3 years,15.18170636,C5,7 years,house,659.9888182,Individual,0
8654,2348.206765,5 years,13.41064974,C2,0 years,credit_card,666.5240812,Joint App,0
8655,2365.634327,5 years,24.00375652,D5,10 years,debt_consolidation,681.1014764,Joint App,0
8656,2412.803522,5 years,11.24289051,B5,10 years,credit_card,680.6570829,Individual,0
8657,1746.509434,3 years,21.66038844,B3,10 years,debt_consolidation,682.9612724,Individual,0
8658,1200.57592,3 years,8.477400596,A5,10 years,debt_consolidation,714.9692685,Individual,0
8659,1567.377331,5 years,7.309933162,A5,2 years,debt_consolidation,658.3117272,Individual,0
8660,2329.56205,3 years,8.752517457,A5,10 years,credit_card,708.5495944,Individual,0
8661,1671.466034,3 years,8.176105026,A5,10 years,debt_consolidation,721.1496165,Individual,0
8662,1089.617365,3 years,8.127211311,A5,10 years,credit_card,679.2322999,Individual,0
8663,1028.840617,3 years,14.93924905,C4,10 years,credit_card,696.5524738,Individual,0
8664,2284.125478,5 years,25.07644794,A3,4 years,debt_consolidation,712.1911824,Individual,0
8665,1091.588631,3 years,8.404448577,A5,7 years,debt_consolidation,659.5781394,Individual,0
8666,1252.193865,5 years,13.43126944,C2,8 years,debt_consolidation,679.8036127,Individual,1
8667,1054.401326,3 years,14.35728864,C4,10 years,debt_consolidation,656.6475131,Individual,1
8668,1509.48356,3 years,11.70344348,B3,8 years,debt_consolidation,659.4362319,Individual,0
8669,2315.406247,3 years,10.5787035,B2,10 years,debt_consolidation,696.3513832,Individual,0
8670,2138.060648,3 years,7.298493293,B1,10 years,debt_consolidation,658.7528444,Individual,0
8671,710.5831927,3 years,7.581640285,D5,0 years,credit_card,708.0560425,Individual,0
8672,1109.396174,5 years,23.70512061,E4,4 years,debt_consolidation,659.2129187,Individual,0
8673,1163.188318,3 years,14.38933824,C4,10 years,debt_consolidation,656.9807922,Individual,0
8674,1107.583219,5 years,20.0767346,C4,5 years,debt_consolidation,658.5755551,Individual,0
8675,455.5996832,3 years,17.68413503,C5,6 years,house,658.1466703,Individual,0
8676,591.8501876,3 years,17.45480036,C2,3 years,debt_consolidation,658.9967525,Joint App,0
8677,2466.483214,5 years,18.72113138,D4,0 years,debt_consolidation,676.9825298,Individual,1
8678,2357.253866,5 years,20.68099883,D5,1 year,other,697.9196847,Individual,0
8679,1183.223142,3 years,23.89983363,D5,5 years,debt_consolidation,659.3247648,Individual,0
8680,1113.173579,3 years,7.912523148,B1,10 years,debt_consolidation,695.9952382,Individual,0
8681,559.2549623,5 years,23.80387265,E1,10 years,other,657.2675735,Individual,0
8682,664.5976019,3 years,6.398993793,A2,9 years,debt_consolidation,726.2241096,Individual,0
8683,1478.034209,5 years,14.88407086,C3,6 years,debt_consolidation,664.1333175,Joint App,0
8684,3423.579763,5 years,14.69367106,C2,10 years,credit_card,656.0896105,Individual,0
8685,726.8978081,3 years,6.840866697,A1,6 years,debt_consolidation,782.5818226,Joint App,0
8686,1223.125514,5 years,25.07169723,D3,1 year,debt_consolidation,659.4150999,Individual,0
8687,613.1924797,3 years,7.367683648,A3,10 years,debt_consolidation,696.4813994,Individual,1
8688,1070.335148,3 years,13.32974419,C2,6 years,credit_card,667.4624169,Individual,0
8689,1182.468101,3 years,8.496565645,A5,7 years,debt_consolidation,669.0510503,Individual,0
8690,3101.846909,3 years,16.88064018,C5,6 years,house,720.3203653,Individual,0
8691,2352.377511,3 years,11.5362161,B3,10 years,debt_consolidation,678.9243628,Individual,0
8692,1092.58133,3 years,8.646595378,A4,10 years,debt_consolidation,711.1501433,Individual,0
8693,1119.179057,3 years,6.350188739,A4,8 years,debt_consolidation,727.6059632,Individual,0
8694,1145.302811,3 years,13.28155258,C1,3 years,other,663.3751613,Individual,0
8695,3357.688654,3 years,7.742184486,A4,7 years,debt_consolidation,706.7245708,Individual,0
8696,1129.467682,3 years,7.909581389,A4,10 years,debt_consolidation,688.6235906,Individual,0
8697,3326.642019,3 years,18.36790703,D3,6 years,debt_consolidation,679.9553604,Joint App,0
8698,522.7754006,3 years,10.80506405,B2,1 year,debt_consolidation,713.847539,Individual,0
8699,2421.704218,5 years,11.11487838,B4,10 years,debt_consolidation,710.914213,Individual,0
8700,1089.828886,3 years,21.71935178,C4,10 years,other,658.9571344,Joint App,0
8701,1234.746476,3 years,21.76862614,F3,3 years,debt_consolidation,680.0749867,Individual,0
8702,574.4812135,3 years,16.80995651,D1,10 years,debt_consolidation,658.1723674,Individual,0
8703,991.1788025,3 years,13.47861344,C1,5 years,other,717.7050138,Individual,0
8704,2377.329066,5 years,18.85104249,D4,2 years,debt_consolidation,660.2571823,Individual,1
8705,633.2932265,3 years,18.81710351,B5,1 year,credit_card,690.3659494,Individual,0
8706,2320.09983,3 years,24.29820329,B2,10 years,credit_card,680.098228,Individual,1
8707,640.064624,3 years,14.69017636,C4,10 years,debt_consolidation,657.7380315,Individual,0
8708,1005.642034,3 years,18.29238673,D3,10 years,debt_consolidation,663.5238593,Individual,1
8709,1136.859339,3 years,13.56161576,C2,6 years,debt_consolidation,660.0469187,Individual,0
8710,1108.081463,3 years,18.28176548,D3,0 years,debt_consolidation,657.789842,Individual,0
8711,1093.192147,3 years,7.148428666,D3,10 years,other,782.6136144,Individual,0
8712,1123.182435,3 years,14.07208626,C4,5 years,home_improvement,663.3725518,Individual,0
8713,1676.140154,3 years,13.65510717,B5,0 years,credit_card,719.4660088,Individual,0
8714,1049.217972,3 years,7.631707196,A4,8 years,debt_consolidation,715.5808959,Individual,0
8715,1129.318614,3 years,14.51687018,C4,10 years,debt_consolidation,661.2938879,Joint App,0
8716,1124.441598,3 years,9.081303385,A5,9 years,debt_consolidation,656.4472398,Individual,0
8717,2132.451224,3 years,10.59382649,D3,10 years,credit_card,689.0249799,Joint App,0
8718,3392.504082,3 years,13.39620504,D5,3 years,debt_consolidation,682.5055024,Individual,0
8719,2285.020648,3 years,6.981726824,A2,7 years,debt_consolidation,726.539413,Individual,0
8720,1634.647135,3 years,14.82234911,B2,0 years,debt_consolidation,658.1950472,Individual,0
8721,1192.0002,3 years,12.70023957,C1,10 years,credit_card,710.1856107,Joint App,0
8722,2230.333705,5 years,19.0171699,D3,7 years,debt_consolidation,659.4678362,Joint App,0
8723,661.5050895,3 years,13.2787967,B4,0 years,credit_card,658.8460864,Joint App,0
8724,660.6081179,3 years,18.51547042,D3,10 years,other,780.5007915,Individual,0
8725,1636.36089,5 years,13.37094119,C1,3 years,debt_consolidation,681.5119325,Individual,0
8726,1567.303749,5 years,25.19289622,C2,0 years,debt_consolidation,657.6705974,Individual,1
8727,1101.401172,5 years,17.97604535,D1,0 years,debt_consolidation,657.3409162,Individual,1
8728,3454.98401,5 years,17.56851603,C4,10 years,debt_consolidation,711.1336149,Individual,0
8729,1251.622506,5 years,13.88928254,C3,4 years,debt_consolidation,659.3817785,Individual,0
8730,543.7049385,3 years,11.02426693,B4,3 years,other,658.4565801,Individual,0
8731,598.4997439,3 years,13.97716958,C4,6 years,home_improvement,659.7784507,Individual,0
8732,1189.577666,3 years,8.66625077,A5,10 years,debt_consolidation,710.5671851,Individual,0
8733,1648.616651,3 years,11.4225362,B1,0 years,debt_consolidation,697.441197,Individual,0
8734,457.1377042,3 years,14.83220922,C4,6 years,house,661.4789277,Individual,0
8735,714.8786198,3 years,8.734685958,A5,10 years,debt_consolidation,711.601569,Individual,1
8736,1131.512216,3 years,14.18156895,C4,9 years,credit_card,658.7954375,Individual,0
8737,1165.018132,3 years,11.48690831,B5,10 years,debt_consolidation,710.9467244,Individual,0
8738,1163.583198,3 years,18.4321379,D2,8 years,debt_consolidation,656.1287101,Individual,0
8739,1537.353087,3 years,11.70974593,B2,0 years,credit_card,679.9892503,Joint App,0
8740,1150.692715,3 years,6.811572614,A5,0 years,debt_consolidation,660.1916518,Individual,0
8741,1113.755171,3 years,8.477263564,A2,10 years,other,713.0182775,Individual,0
8742,603.8369222,3 years,13.84326949,C4,1 year,car,659.3178055,Individual,0
8743,1689.564579,5 years,22.8484221,D4,0 years,debt_consolidation,680.2427225,Individual,0
8744,712.0237827,3 years,13.20298839,B2,10 years,debt_consolidation,657.0303325,Individual,0
8745,3119.726622,3 years,11.3128745,B5,1 year,debt_consolidation,662.435626,Individual,0
8746,1698.883783,5 years,10.9544506,B4,2 years,debt_consolidation,680.9663693,Individual,0
8747,1088.710207,3 years,17.17041341,C5,10 years,debt_consolidation,658.9233182,Individual,0
8748,3342.485104,3 years,13.46785539,D3,9 years,credit_card,657.9481626,Individual,0
8749,1182.940152,5 years,11.49520206,B5,0 years,debt_consolidation,678.1828955,Individual,0
8750,1703.628397,5 years,23.66666823,E4,2 years,debt_consolidation,659.25583,Individual,0
8751,1542.904278,3 years,14.62608356,C2,3 years,debt_consolidation,681.063729,Individual,1
8752,1050.383154,3 years,18.0170482,D4,0 years,major_purchase,656.1396073,Individual,1
8753,1187.960072,3 years,11.00659627,B3,7 years,debt_consolidation,681.1710861,Individual,1
8754,1019.080914,3 years,8.206005512,D3,10 years,other,697.5933888,Individual,0
8755,1082.691466,5 years,11.48050193,B2,6 years,debt_consolidation,662.0707736,Individual,0
8756,498.1264731,3 years,14.13905734,A2,6 years,debt_consolidation,659.015465,Individual,0
8757,1151.482312,3 years,10.95056092,B3,6 years,debt_consolidation,683.1156145,Individual,0
8758,1196.241349,3 years,14.94878249,B5,10 years,debt_consolidation,657.2719362,Individual,0
